"learner_id","country","region","job_role","industry","background","r_experience_level","week","study_hours","lessons_completed","confidence_score","pre_assessment_score","project_score","completion_status","first_script_completed","used_rstudio","used_quarto","used_git","used_renv","preferred_learning_mode","monthly_income_band","manager_support","payment_probability_score","high_project_score","score_gap","study_band"
"L0400","Nigeria","Oceania","Manager","Education","Spreadsheet","Beginner",2,5.5,24,73,46,64.75,"Completed",FALSE,TRUE,TRUE,TRUE,FALSE,"Hybrid","Low",FALSE,4.1,FALSE,18.75,"Moderate study time"
"L0401","Nigeria","South America","Manager","Education","Ms Excel","Beginner",4,11.1,19,49,75,86.55,"Dropped",FALSE,TRUE,FALSE,TRUE,FALSE,"Hybrid","Low",TRUE,4.1,TRUE,11.55,"High study time"
"L0402","Ireland","South America","Consultant","Healthcare","Spreadsheet","Beginner",2,14,38,56,20,80,"In Progress",FALSE,TRUE,TRUE,FALSE,TRUE,"Self-Paced","Upper-Middle",FALSE,25.8,TRUE,60,"High study time"
"L0403","India","South America","Consultant","Tech","Power Bi","Beginner",5,8.1,7,76,72,96.05,"Paused",TRUE,FALSE,TRUE,TRUE,TRUE,"Self-Paced","Low",TRUE,9.7,TRUE,24.05,"High study time"
"L0404","South Korea","Asia","Analyst","Tech","Spreadsheet","Beginner",9,12.5,13,86,40,92.25,"Dropped",FALSE,TRUE,FALSE,TRUE,FALSE,"Instructor-Led","High",TRUE,18.6,TRUE,52.25,"High study time"
"L0405","Singapore","Oceania","Analyst","Retail","Spreadsheet","Beginner",9,18.2,20,42,60,69.1,"In Progress",FALSE,FALSE,TRUE,TRUE,FALSE,"Instructor-Led","Upper-Middle",FALSE,20.4,FALSE,9.09999999999999,"High study time"
"L0406","Germany","South America","Manager","Finance","Spreadsheet","Beginner",1,11.1,22,74,51,69.55,"In Progress",FALSE,TRUE,TRUE,FALSE,TRUE,"Self-Paced","Lower-Middle",TRUE,21.8,FALSE,18.55,"High study time"
"L0407","Canada","South America","Manager","Education","Manual Reporting","Intermediate",4,11.6,40,81,63,64.8,"In Progress",FALSE,TRUE,FALSE,TRUE,FALSE,"Hybrid","Lower-Middle",TRUE,17.2,FALSE,1.8,"High study time"
"L0408","Ireland","Oceania","Manager","Healthcare","Ms Excel","Beginner",5,11.6,35,84,66,82.8,"Dropped",FALSE,TRUE,TRUE,FALSE,TRUE,"Hybrid","High",FALSE,25.8,TRUE,16.8,"High study time"
"L0409","Norway","Oceania","Clerk","Education","Google Sheets","Beginner",3,12.8,20,41,31,73.4,"In Progress",FALSE,FALSE,TRUE,FALSE,TRUE,"Hybrid","Upper-Middle",FALSE,22.1,FALSE,42.4,"High study time"
"L0410","Canada","Africa","Student","Finance","Power Bi","Beginner",4,14.5,24,86,58,100,"Dropped",FALSE,FALSE,FALSE,FALSE,TRUE,"Hybrid","Lower-Middle",TRUE,17.2,TRUE,42,"High study time"
"L0412","Netherlands","Asia","Consultant","Tech","Ms Excel","Intermediate",6,14.9,23,53,55,73.45,"Paused",FALSE,TRUE,FALSE,TRUE,FALSE,"Self-Paced","Upper-Middle",TRUE,13.4,FALSE,18.45,"High study time"
"L0413","Denmark","Africa","Analyst","Healthcare","Excel","Beginner",1,8.9,9,72,77,88.45,"In Progress",TRUE,FALSE,TRUE,TRUE,TRUE,"Self-Paced","Upper-Middle",TRUE,23.5,TRUE,11.45,"High study time"
"L0414","Switzerland","Asia","Student","Education","Excel","Beginner",4,12.6,10,88,76,62.3,"Dropped",FALSE,TRUE,TRUE,TRUE,TRUE,"Instructor-Led","Upper-Middle",FALSE,19.7,FALSE,-13.7,"High study time"
"L0415","Denmark","Oceania","Clerk","Government","Power Bi","Intermediate",2,14.9,36,82,26,92.45,"Completed",FALSE,FALSE,TRUE,FALSE,FALSE,"Self-Paced","Upper-Middle",FALSE,23.5,TRUE,66.45,"High study time"
"L0416","United Kingdom","Europe","Manager","Finance","Power Bi","Advanced",5,7.5,14,47,49,91.75,"Paused",FALSE,TRUE,FALSE,FALSE,FALSE,"Hybrid","Upper-Middle",FALSE,24.9,TRUE,42.75,"Moderate study time"
"L0417","Mexico","Africa","Consultant","Retail","Manual Reporting","Beginner",9,13.1,36,57,56,73.55,"Completed",TRUE,FALSE,FALSE,TRUE,FALSE,"Instructor-Led","Low",TRUE,7.6,FALSE,17.55,"High study time"
"L0418","Norway","Oceania","Analyst","Education","Manual Reporting","Intermediate",4,13.5,17,NA,29,67.75,"In Progress",FALSE,TRUE,TRUE,FALSE,FALSE,"Hybrid","Lower-Middle",TRUE,22.1,FALSE,38.75,"High study time"
"L0419","Switzerland","North America","Student","Healthcare","Power Bi","Beginner",4,11.2,32,57,38,77.6,"In Progress",FALSE,TRUE,FALSE,FALSE,FALSE,"Instructor-Led","Low",FALSE,19.7,FALSE,39.6,"High study time"
"L0420","United States","Africa","Clerk","Education","Google Sheets","Intermediate",9,10.1,12,89,38,75.05,"Completed",FALSE,FALSE,TRUE,FALSE,TRUE,"Self-Paced","Upper-Middle",TRUE,24.2,FALSE,37.05,"High study time"
"L0421","Japan","North America","Manager","Tech","Excel","Beginner",9,9.2,35,71,49,83.6,"Paused",FALSE,TRUE,TRUE,TRUE,TRUE,"Hybrid","Lower-Middle",TRUE,17.9,TRUE,34.6,"High study time"
"L0422","China","Oceania","Engineer","Education","Ms Excel","Intermediate",8,17,37,43,46,93.5,"Dropped",TRUE,TRUE,TRUE,FALSE,TRUE,"Self-Paced","Lower-Middle",TRUE,16.5,TRUE,47.5,"High study time"
"L0423","South Korea","Europe","Analyst","Tech","Manual Reporting","Beginner",12,7.1,39,57,68,56.55,"Dropped",FALSE,TRUE,TRUE,TRUE,TRUE,"Hybrid","Upper-Middle",TRUE,18.6,FALSE,-11.45,"Moderate study time"
"L0424","Norway","Europe","Analyst","Retail","Spreadsheet","Intermediate",9,14.1,44,60,37,91.05,"Completed",FALSE,TRUE,TRUE,FALSE,FALSE,"Self-Paced","Low",FALSE,22.1,TRUE,54.05,"High study time"
"L0425","India","Africa","Clerk","Education","Excel","Intermediate",9,11.5,26,81,60,96.75,"Dropped",FALSE,FALSE,FALSE,FALSE,FALSE,"Hybrid","Low",TRUE,9.7,TRUE,36.75,"High study time"
"L0426","China","North America","Manager","Government","Excel","Intermediate",11,7.2,42,61,22,97.6,"In Progress",TRUE,FALSE,FALSE,TRUE,FALSE,"Self-Paced","Low",TRUE,16.5,TRUE,75.6,"Moderate study time"
"L0427","Norway","Oceania","Analyst","Retail","Spreadsheet","Beginner",9,8.6,34,82,79,58.3,"Completed",TRUE,TRUE,FALSE,FALSE,TRUE,"Hybrid","High",TRUE,22.1,FALSE,-20.7,"High study time"
"L0428","Singapore","South America","Student","Government","Excel","Beginner",5,8.3,33,NA,63,66.15,"Paused",TRUE,FALSE,FALSE,TRUE,TRUE,"Instructor-Led","Upper-Middle",FALSE,20.4,FALSE,3.15000000000001,"High study time"
"L0429","United Kingdom","Asia","Manager","Retail","Power Bi","Beginner",3,13.8,33,47,69,98.9,"In Progress",FALSE,TRUE,TRUE,FALSE,TRUE,"Hybrid","High",TRUE,24.9,TRUE,29.9,"High study time"
"L0430","Brazil","Europe","Clerk","Tech","Google Sheets","Beginner",3,10.9,26,65,67,74.45,"Dropped",TRUE,FALSE,FALSE,FALSE,FALSE,"Hybrid","High",TRUE,8.9,FALSE,7.45,"High study time"
"L0431","Mexico","Asia","Manager","Tech","Ms Excel","Beginner",3,16.8,23,62,49,87.4,"Paused",FALSE,FALSE,TRUE,TRUE,TRUE,"Self-Paced","Lower-Middle",TRUE,7.6,TRUE,38.4,"High study time"
"L0432","Japan","Asia","Student","Healthcare","Power Bi","Intermediate",10,11.9,35,95,34,68.95,"Completed",TRUE,TRUE,TRUE,FALSE,TRUE,"Self-Paced","High",FALSE,17.9,FALSE,34.95,"High study time"
"L0433","Norway","North America","Student","Retail","Google Sheets","Beginner",6,10,19,94,20,56,"Completed",TRUE,TRUE,TRUE,FALSE,TRUE,"Instructor-Led","Lower-Middle",FALSE,22.1,FALSE,36,"High study time"
"L0434","Nigeria","Oceania","Student","Finance","Power Bi","Intermediate",5,9.8,18,NA,60,76.9,"Paused",FALSE,FALSE,TRUE,TRUE,TRUE,"Self-Paced","Upper-Middle",TRUE,4.1,FALSE,16.9,"High study time"
"L0435","Denmark","Europe","Engineer","Healthcare","Ms Excel","Beginner",9,8.5,19,58,48,99.25,"In Progress",FALSE,TRUE,FALSE,FALSE,TRUE,"Instructor-Led","Lower-Middle",FALSE,23.5,TRUE,51.25,"High study time"
"L0436","South Korea","Asia","Engineer","Government","Google Sheets","Intermediate",3,11.8,26,48,43,100,"Dropped",FALSE,FALSE,FALSE,FALSE,FALSE,"Hybrid","Upper-Middle",TRUE,18.6,TRUE,57,"High study time"
"L0437","Ireland","South America","Manager","Healthcare","Ms Excel","Advanced",3,8.6,26,56,66,77.3,"Dropped",TRUE,TRUE,TRUE,FALSE,TRUE,"Hybrid","Lower-Middle",TRUE,25.8,FALSE,11.3,"High study time"
"L0439","Ireland","South America","Manager","Retail","Google Sheets","Advanced",3,13.6,19,90,43,94.8,"Completed",FALSE,TRUE,TRUE,TRUE,FALSE,"Hybrid","Lower-Middle",TRUE,25.8,TRUE,51.8,"High study time"
"L0440","United Kingdom","Africa","Clerk","Healthcare","Manual Reporting","Beginner",9,4.8,5,69,64,76.4,"Completed",FALSE,FALSE,TRUE,FALSE,FALSE,"Hybrid","Upper-Middle",TRUE,24.9,FALSE,12.4,"Moderate study time"
"L0441","Norway","North America","Engineer","Education","Power Bi","Beginner",12,10.2,12,NA,75,96.1,"Completed",FALSE,FALSE,TRUE,FALSE,TRUE,"Self-Paced","High",FALSE,22.1,TRUE,21.1,"High study time"
"L0442","South Korea","South America","Consultant","Healthcare","Power Bi","Advanced",7,13.2,44,73,60,91.6,"In Progress",TRUE,FALSE,FALSE,TRUE,FALSE,"Hybrid","Low",FALSE,18.6,TRUE,31.6,"High study time"
"L0443","France","South America","Clerk","Tech","Power Bi","Beginner",9,11.9,30,61,57,100,"In Progress",FALSE,FALSE,TRUE,TRUE,FALSE,"Hybrid","Upper-Middle",FALSE,14.1,TRUE,43,"High study time"
"L0444","United Kingdom","Europe","Clerk","Tech","Spreadsheet","Intermediate",6,7.2,8,74,37,59.6,"Completed",FALSE,TRUE,FALSE,FALSE,FALSE,"Hybrid","High",TRUE,24.9,FALSE,22.6,"Moderate study time"
"L0445","Brazil","South America","Manager","Tech","Power Bi","Beginner",9,13.6,29,55,48,95.8,"Dropped",TRUE,TRUE,FALSE,FALSE,FALSE,"Hybrid","Lower-Middle",TRUE,8.9,TRUE,47.8,"High study time"
"L0446","Canada","Europe","Clerk","Retail","Excel","Intermediate",7,11.9,5,NA,34,96.95,"Completed",TRUE,FALSE,FALSE,FALSE,TRUE,"Self-Paced","Low",TRUE,17.2,TRUE,62.95,"High study time"
"L0447","Australia","North America","Engineer","Healthcare","Google Sheets","Intermediate",7,16.3,14,44,29,86.15,"Completed",TRUE,FALSE,TRUE,TRUE,TRUE,"Instructor-Led","Low",TRUE,15.9,TRUE,57.15,"High study time"
"L0448","United Kingdom","Europe","Analyst","Education","Manual Reporting","Beginner",9,13.5,27,99,62,80.75,"Completed",FALSE,FALSE,FALSE,FALSE,TRUE,"Hybrid","High",FALSE,24.9,TRUE,18.75,"High study time"
"L0449","Singapore","Europe","Clerk","Retail","Power Bi","Beginner",1,8.5,15,64,22,60.25,"Dropped",FALSE,FALSE,TRUE,TRUE,FALSE,"Instructor-Led","High",TRUE,20.4,FALSE,38.25,"High study time"
"L0450","Canada","North America","Manager","Healthcare","Ms Excel","Beginner",4,14.8,24,60,30,69.4,"In Progress",FALSE,FALSE,TRUE,FALSE,FALSE,"Self-Paced","Low",TRUE,17.2,FALSE,39.4,"High study time"
"L0451","Japan","Oceania","Analyst","Healthcare","Manual Reporting","Beginner",4,10.5,27,75,26,96.25,"Completed",TRUE,TRUE,FALSE,TRUE,TRUE,"Hybrid","High",TRUE,17.9,TRUE,70.25,"High study time"
"L0452","Singapore","Africa","Consultant","Tech","Manual Reporting","Beginner",3,14.3,22,45,34,89.15,"Completed",FALSE,FALSE,TRUE,TRUE,FALSE,"Hybrid","Upper-Middle",FALSE,20.4,TRUE,55.15,"High study time"
"L0453","Denmark","South America","Engineer","Retail","Google Sheets","Beginner",8,17.7,36,NA,73,87.85,"In Progress",TRUE,FALSE,TRUE,TRUE,FALSE,"Instructor-Led","High",FALSE,23.5,TRUE,14.85,"High study time"
"L0454","United States","North America","Student","Government","Excel","Beginner",3,10.8,24,44,75,76.4,"Completed",TRUE,FALSE,TRUE,FALSE,FALSE,"Self-Paced","Low",TRUE,24.2,FALSE,1.40000000000001,"High study time"
"L0455","Denmark","North America","Consultant","Tech","Spreadsheet","Beginner",2,14.8,40,NA,69,100,"Completed",FALSE,TRUE,FALSE,FALSE,FALSE,"Hybrid","Upper-Middle",FALSE,23.5,TRUE,31,"High study time"
"L0456","India","North America","Manager","Healthcare","Spreadsheet","Beginner",2,5.1,9,65,54,74.55,"Dropped",TRUE,TRUE,TRUE,TRUE,FALSE,"Self-Paced","Low",FALSE,9.7,FALSE,20.55,"Moderate study time"
"L0457","Netherlands","Africa","Student","Education","Spreadsheet","Beginner",4,1.3,39,80,65,69.65,"Dropped",FALSE,TRUE,TRUE,TRUE,TRUE,"Instructor-Led","Lower-Middle",TRUE,13.4,FALSE,4.65000000000001,"Low study time"
"L0458","France","Africa","Manager","Finance","Google Sheets","Beginner",5,4.8,30,58,40,75.4,"Completed",TRUE,FALSE,FALSE,TRUE,TRUE,"Hybrid","Lower-Middle",TRUE,14.1,FALSE,35.4,"Moderate study time"
"L0460","Ireland","South America","Clerk","Education","Excel","Advanced",6,1.7,42,91,27,97.85,"In Progress",FALSE,FALSE,TRUE,FALSE,TRUE,"Instructor-Led","High",TRUE,25.8,TRUE,70.85,"Low study time"
"L0461","Nigeria","North America","Student","Tech","Excel","Beginner",12,1.5,9,NA,59,67.75,"In Progress",TRUE,FALSE,TRUE,FALSE,FALSE,"Self-Paced","High",TRUE,4.1,FALSE,8.75,"Low study time"
"L0461","Germany","Asia","Clerk","Finance","Google Sheets","Intermediate",1,20.9,17,66,66,75.45,"Completed",TRUE,FALSE,FALSE,TRUE,TRUE,"Hybrid","Upper-Middle",TRUE,21.8,FALSE,9.45,"High study time"
"L0464","United Kingdom","Europe","Clerk","Education","Google Sheets","Beginner",8,13.1,27,NA,37,98.55,"Dropped",FALSE,FALSE,FALSE,FALSE,FALSE,"Hybrid","Lower-Middle",TRUE,24.9,TRUE,61.55,"High study time"
"L0466","Denmark","Oceania","Clerk","Tech","Ms Excel","Intermediate",3,17.1,19,43,52,86.55,"Completed",FALSE,TRUE,TRUE,TRUE,TRUE,"Self-Paced","Upper-Middle",TRUE,23.5,TRUE,34.55,"High study time"
"L0467","Denmark","Asia","Engineer","Retail","Spreadsheet","Beginner",7,11,39,90,72,76.5,"In Progress",FALSE,FALSE,TRUE,TRUE,TRUE,"Hybrid","Lower-Middle",FALSE,23.5,FALSE,4.5,"High study time"
"L0468","Canada","Africa","Clerk","Retail","Google Sheets","Intermediate",9,15,27,64,73,77.5,"Dropped",FALSE,FALSE,TRUE,TRUE,FALSE,"Self-Paced","Low",TRUE,17.2,FALSE,4.5,"High study time"
"L0469","Norway","Asia","Clerk","Finance","Google Sheets","Intermediate",2,12.4,21,66,45,71.2,"In Progress",TRUE,TRUE,TRUE,TRUE,TRUE,"Hybrid","Lower-Middle",TRUE,22.1,FALSE,26.2,"High study time"
"L0470","Netherlands","Asia","Analyst","Tech","Power Bi","Beginner",1,9.7,34,64,45,67.85,"In Progress",TRUE,TRUE,FALSE,FALSE,TRUE,"Hybrid","Lower-Middle",FALSE,13.4,FALSE,22.85,"High study time"
"L0471","Ireland","Africa","Analyst","Finance","Excel","Beginner",5,8.5,26,49,26,100,"In Progress",FALSE,TRUE,TRUE,FALSE,TRUE,"Hybrid","Lower-Middle",TRUE,25.8,TRUE,74,"High study time"
"L0472","Netherlands","North America","Engineer","Education","Ms Excel","Beginner",1,4.9,31,45,71,70.45,"In Progress",FALSE,TRUE,TRUE,FALSE,FALSE,"Hybrid","Lower-Middle",FALSE,13.4,FALSE,-0.549999999999997,"Moderate study time"
"L0472","Germany","Oceania","Engineer","Education","Power Bi","Beginner",10,11.7,27,41,80,60.85,"Completed",FALSE,TRUE,FALSE,FALSE,TRUE,"Self-Paced","Lower-Middle",TRUE,21.8,FALSE,-19.15,"High study time"
"L0474","Australia","Oceania","Student","Retail","Google Sheets","Beginner",6,5.7,39,51,28,72.85,"In Progress",TRUE,TRUE,FALSE,FALSE,FALSE,"Instructor-Led","High",FALSE,15.9,FALSE,44.85,"Moderate study time"
"L0475","China","North America","Consultant","Retail","Excel","Beginner",10,10.1,23,48,58,77.05,"In Progress",TRUE,FALSE,FALSE,TRUE,TRUE,"Instructor-Led","Upper-Middle",TRUE,16.5,FALSE,19.05,"High study time"
"L0476","Germany","Asia","Engineer","Education","Excel","Advanced",11,7.3,18,51,22,96.65,"In Progress",FALSE,TRUE,TRUE,FALSE,FALSE,"Self-Paced","Lower-Middle",TRUE,21.8,TRUE,74.65,"Moderate study time"
"L0477","China","Europe","Analyst","Education","Excel","Beginner",7,12.4,11,55,62,81.2,"In Progress",FALSE,TRUE,FALSE,FALSE,FALSE,"Instructor-Led","High",TRUE,16.5,TRUE,19.2,"High study time"
"L0478","United States","Oceania","Clerk","Healthcare","Spreadsheet","Intermediate",6,17.2,43,88,58,69.6,"Dropped",TRUE,TRUE,TRUE,FALSE,TRUE,"Hybrid","Low",TRUE,24.2,FALSE,11.6,"High study time"
"L0479","Denmark","Europe","Clerk","Education","Spreadsheet","Beginner",10,15.9,17,93,42,76.95,"Dropped",TRUE,FALSE,FALSE,TRUE,FALSE,"Hybrid","Upper-Middle",TRUE,23.5,FALSE,34.95,"High study time"
"L0480","Canada","Europe","Student","Tech","Excel","Beginner",5,8.5,16,NA,73,100,"Paused",FALSE,FALSE,TRUE,TRUE,TRUE,"Hybrid","Lower-Middle",TRUE,17.2,TRUE,27,"High study time"
"L0481","Denmark","Oceania","Consultant","Finance","Power Bi","Beginner",7,3.5,36,74,65,61.75,"Completed",TRUE,TRUE,FALSE,TRUE,TRUE,"Instructor-Led","Low",FALSE,23.5,FALSE,-3.25,"Low study time"
"L0482","Netherlands","Asia","Analyst","Government","Power Bi","Intermediate",11,11.2,24,85,38,77.6,"In Progress",FALSE,FALSE,FALSE,TRUE,TRUE,"Self-Paced","Low",FALSE,13.4,FALSE,39.6,"High study time"
"L0483","Norway","South America","Clerk","Tech","Power Bi","Beginner",10,7.6,39,77,62,80.8,"Completed",FALSE,TRUE,FALSE,TRUE,TRUE,"Instructor-Led","Upper-Middle",FALSE,22.1,TRUE,18.8,"Moderate study time"
"L0484","Canada","North America","Analyst","Education","Power Bi","Beginner",12,9.8,23,95,44,67.9,"In Progress",TRUE,FALSE,FALSE,FALSE,TRUE,"Hybrid","Lower-Middle",FALSE,17.2,FALSE,23.9,"High study time"
"L0485","Indonesia","South America","Student","Healthcare","Google Sheets","Beginner",7,13.3,32,71,65,79.65,"In Progress",TRUE,FALSE,FALSE,TRUE,TRUE,"Self-Paced","Lower-Middle",TRUE,6.8,FALSE,14.65,"High study time"
"L0486","Ireland","Africa","Clerk","Tech","Power Bi","Beginner",3,11.7,31,62,69,67.85,"In Progress",FALSE,FALSE,FALSE,FALSE,FALSE,"Instructor-Led","Upper-Middle",FALSE,25.8,FALSE,-1.15000000000001,"High study time"
"L0487","Ireland","Africa","Engineer","Education","Google Sheets","Intermediate",11,21.1,14,53,54,88.55,"Completed",FALSE,FALSE,FALSE,FALSE,FALSE,"Hybrid","Upper-Middle",FALSE,25.8,TRUE,34.55,"High study time"
"L0488","Canada","North America","Student","Tech","Spreadsheet","Intermediate",3,12.1,34,93,39,85.05,"Completed",FALSE,FALSE,FALSE,FALSE,FALSE,"Self-Paced","Upper-Middle",TRUE,17.2,TRUE,46.05,"High study time"
"L0489","Germany","Oceania","Consultant","Finance","Ms Excel","Advanced",6,16.3,5,NA,29,99.15,"Dropped",TRUE,TRUE,TRUE,FALSE,TRUE,"Self-Paced","Upper-Middle",TRUE,21.8,TRUE,70.15,"High study time"
"L0490","Netherlands","North America","Manager","Retail","Excel","Intermediate",9,7.9,30,64,28,100,"In Progress",FALSE,TRUE,TRUE,TRUE,FALSE,"Self-Paced","High",TRUE,13.4,TRUE,72,"Moderate study time"
"L0491","Mexico","North America","Student","Retail","Ms Excel","Intermediate",2,11.1,29,52,21,99.55,"Completed",TRUE,TRUE,TRUE,TRUE,FALSE,"Hybrid","Low",TRUE,7.6,TRUE,78.55,"High study time"
"L0492","United States","Oceania","Consultant","Education","Ms Excel","Intermediate",11,15.2,35,93,32,78.6,"Completed",FALSE,FALSE,FALSE,TRUE,FALSE,"Hybrid","High",TRUE,24.2,FALSE,46.6,"High study time"
"L0493","Switzerland","Oceania","Consultant","Healthcare","Spreadsheet","Advanced",11,14.7,17,85,62,94.35,"In Progress",FALSE,TRUE,FALSE,FALSE,TRUE,"Hybrid","High",TRUE,19.7,TRUE,32.35,"High study time"
"L0494","Canada","Europe","Engineer","Retail","Excel","Advanced",11,6.6,18,NA,46,76.3,"Completed",TRUE,TRUE,FALSE,TRUE,TRUE,"Hybrid","Low",TRUE,17.2,FALSE,30.3,"Moderate study time"
"L0495","Ireland","Asia","Clerk","Finance","Manual Reporting","Beginner",11,9.5,17,50,28,89.75,"In Progress",TRUE,TRUE,TRUE,FALSE,TRUE,"Instructor-Led","Low",TRUE,25.8,TRUE,61.75,"High study time"
"L0496","Nigeria","Europe","Engineer","Retail","Excel","Beginner",4,12,19,56,24,85,"Paused",TRUE,FALSE,FALSE,FALSE,FALSE,"Instructor-Led","Lower-Middle",TRUE,4.1,TRUE,61,"High study time"
"L0497","Denmark","Asia","Manager","Education","Spreadsheet","Advanced",3,11.3,12,87,72,78.65,"Paused",TRUE,TRUE,TRUE,TRUE,TRUE,"Instructor-Led","Low",FALSE,23.5,FALSE,6.65000000000001,"High study time"
"L0498","United States","Asia","Consultant","Healthcare","Manual Reporting","Beginner",10,9.8,31,89,67,80.9,"Completed",TRUE,TRUE,FALSE,FALSE,FALSE,"Self-Paced","Upper-Middle",TRUE,24.2,TRUE,13.9,"High study time"
"L0499","Canada","Africa","Engineer","Retail","Ms Excel","Intermediate",2,7.2,42,96,32,66.6,"In Progress",TRUE,TRUE,FALSE,FALSE,FALSE,"Self-Paced","Upper-Middle",FALSE,17.2,FALSE,34.6,"Moderate study time"
"L0500","Australia","Asia","Engineer","Tech","Google Sheets","Intermediate",1,17.9,35,97,63,69.95,"Paused",TRUE,FALSE,TRUE,FALSE,FALSE,"Self-Paced","Low",FALSE,15.9,FALSE,6.95,"High study time"
"L0501","Singapore","Africa","Consultant","Healthcare","Google Sheets","Beginner",2,15.1,20,47,24,88.55,"In Progress",FALSE,FALSE,TRUE,TRUE,TRUE,"Instructor-Led","Lower-Middle",TRUE,20.4,TRUE,64.55,"High study time"
"L0502","Singapore","South America","Engineer","Education","Power Bi","Intermediate",3,16.4,27,69,68,100,"Dropped",TRUE,FALSE,TRUE,FALSE,FALSE,"Self-Paced","High",TRUE,20.4,TRUE,32,"High study time"
"L0503","Norway","North America","Clerk","Government","Spreadsheet","Intermediate",3,12.1,16,49,49,65.05,"Completed",TRUE,FALSE,TRUE,TRUE,TRUE,"Hybrid","Low",TRUE,22.1,FALSE,16.05,"High study time"
"L0504","Ireland","Africa","Analyst","Education","Google Sheets","Beginner",11,16.3,32,62,76,63.15,"Paused",TRUE,FALSE,TRUE,FALSE,TRUE,"Self-Paced","High",TRUE,25.8,FALSE,-12.85,"High study time"
"L0505","Singapore","Europe","Engineer","Tech","Manual Reporting","Beginner",7,13.7,39,89,63,75.85,"Completed",FALSE,TRUE,FALSE,FALSE,FALSE,"Instructor-Led","Upper-Middle",TRUE,20.4,FALSE,12.85,"High study time"
"L0506","United Kingdom","South America","Manager","Tech","Manual Reporting","Beginner",11,11.6,38,84,70,63.8,"In Progress",TRUE,TRUE,FALSE,TRUE,TRUE,"Self-Paced","High",FALSE,24.9,FALSE,-6.2,"High study time"
"L0508","Switzerland","Asia","Clerk","Government","Google Sheets","Beginner",4,7,36,67,76,70.5,"In Progress",TRUE,FALSE,TRUE,FALSE,FALSE,"Hybrid","Lower-Middle",FALSE,19.7,FALSE,-5.5,"Moderate study time"
"L0509","Mexico","Africa","Consultant","Healthcare","Power Bi","Beginner",1,13.2,27,58,60,80.6,"In Progress",TRUE,TRUE,FALSE,TRUE,TRUE,"Self-Paced","Upper-Middle",FALSE,7.6,TRUE,20.6,"High study time"
"L0509","Singapore","Asia","Student","Finance","Power Bi","Advanced",12,15.9,24,70,42,77.95,"Paused",FALSE,TRUE,FALSE,TRUE,FALSE,"Self-Paced","Upper-Middle",TRUE,20.4,FALSE,35.95,"High study time"
"L0511","Switzerland","Asia","Consultant","Finance","Spreadsheet","Beginner",2,11,19,50,54,69.5,"Completed",TRUE,FALSE,TRUE,TRUE,TRUE,"Hybrid","Lower-Middle",FALSE,19.7,FALSE,15.5,"High study time"
"L0511","Ireland","Africa","Engineer","Tech","Spreadsheet","Beginner",7,8.4,25,76,73,97.2,"In Progress",FALSE,TRUE,TRUE,FALSE,FALSE,"Instructor-Led","Lower-Middle",TRUE,25.8,TRUE,24.2,"High study time"
"L0513","Brazil","Europe","Clerk","Retail","Excel","Beginner",8,15.4,19,81,46,71.7,"Dropped",TRUE,TRUE,TRUE,TRUE,FALSE,"Self-Paced","Low",FALSE,8.9,FALSE,25.7,"High study time"
"L0515","France","Asia","Student","Retail","Excel","Beginner",6,11.2,32,95,41,91.6,"In Progress",TRUE,FALSE,FALSE,FALSE,TRUE,"Self-Paced","Lower-Middle",FALSE,14.1,TRUE,50.6,"High study time"
"L0516","United Kingdom","Africa","Manager","Finance","Ms Excel","Beginner",12,11.7,21,49,64,76.85,"Completed",FALSE,TRUE,FALSE,TRUE,FALSE,"Self-Paced","Lower-Middle",FALSE,24.9,FALSE,12.85,"High study time"
"L0517","Germany","North America","Engineer","Finance","Excel","Advanced",6,15.6,17,NA,78,100,"In Progress",TRUE,TRUE,FALSE,TRUE,TRUE,"Self-Paced","Upper-Middle",FALSE,21.8,TRUE,22,"High study time"
"L0518","Australia","South America","Consultant","Government","Excel","Beginner",9,5,26,60,77,70.5,"Completed",TRUE,FALSE,TRUE,FALSE,FALSE,"Hybrid","High",TRUE,15.9,FALSE,-6.5,"Moderate study time"
"L0519","United States","South America","Student","Healthcare","Ms Excel","Intermediate",3,14.3,20,73,45,91.15,"Completed",FALSE,FALSE,TRUE,FALSE,FALSE,"Self-Paced","Low",TRUE,24.2,TRUE,46.15,"High study time"
"L0520","Netherlands","North America","Manager","Education","Power Bi","Beginner",6,8.1,21,84,79,100,"In Progress",FALSE,TRUE,TRUE,FALSE,FALSE,"Instructor-Led","High",FALSE,13.4,TRUE,21,"High study time"
"L0521","Norway","South America","Manager","Finance","Spreadsheet","Intermediate",12,10.6,43,60,40,97.3,"In Progress",FALSE,TRUE,FALSE,FALSE,FALSE,"Self-Paced","High",TRUE,22.1,TRUE,57.3,"High study time"
"L0522","Singapore","North America","Student","Retail","Excel","Beginner",12,12.1,7,NA,57,100,"In Progress",FALSE,FALSE,TRUE,TRUE,TRUE,"Instructor-Led","Low",FALSE,20.4,TRUE,43,"High study time"
"L0523","Norway","Asia","Clerk","Retail","Excel","Beginner",2,12,10,87,54,93,"Completed",FALSE,FALSE,FALSE,FALSE,FALSE,"Instructor-Led","Lower-Middle",FALSE,22.1,TRUE,39,"High study time"
