learner_id,learner_name,country,region,job_role,industry,background,excel_years,r_experience_level,enrolment_date,first_login_date,week,study_hours,lessons_completed,confidence_score,pre_assessment_score,project_score,first_script_completed,used_rstudio,used_quarto,used_git,used_renv,preferred_learning_mode,monthly_income_band,completion_status,manager_support,notes,payment_probability_score
L0353,Learner_353,JAPAN,Africa, Manager , Education , Manual Reporting ,8,Beginner,2025-02-24,24 Feb 2025,2,13.4,41,61,59,60.7,1,No,0,FALSE,N,Hybrid,Upper-Middle,Dropped,1,NA,17.9
L0354,Learner_354, United Kingdom ,Europe,Manager,Tech, power bi ,7.9,Beginner,04/15/2025,25 Apr 2025,6,13,34,82,41,69.5,FALSE,0,1,FALSE,1,Hybrid,Lower-Middle,Completed,TRUE,Needs support,24.9
L0355,Learner_355, china ,North America,Analyst,Finance, google sheets ,6.3,Intermediate,23-11-2025,NA,6,13.8,11,43,28,65.9,Yes,1,No,FALSE,Yes,Self-paced,Upper-Middle,Completed,No,Struggling,16.5
L0356,Learner_356, NIGERIA ,North America,Clerk, Government , Spreadsheet ,9.6,Intermediate,14-08-2025,14-08-2025,6,10,32,66,29,93,0,N,FALSE,Yes,Yes,Instructor-led,Upper-Middle, Completed ,Y,Good progress,4.1
L0357,Learner_357, CANADA ,Oceania,Analyst, Tech ,SpreadSheet,1.4,Intermediate,07 Feb 2025,09-02-2025,9,14.3,32,48,59,NA,1,Yes,TRUE,0,0,Instructor-led,Upper-Middle,Completed,TRUE,NA,17.2
L0358,Learner_358,Germany,Europe,Manager, Government ,MS Excel,0.6,Intermediate,06/21/2025,22 Jun 2025,2,12.6,35,58,76,58.3,Y,Y,1,N,1,Hybrid,High,In Progress,Yes,NA,21.8
L0359,Learner_359,Norway,Africa,Clerk, Finance ,spreadsheet,9.4,Beginner,2025-12-23,01/02/2026,11,16.8,17,47,78,99.4,Y,1,FALSE,No,N,Self-paced,High,In Progress,N,Struggling,22.1
L0360,Learner_360,Netherlands,North America, Analyst ,Tech, google sheets ,8.5,Beginner,09-09-2025,15-09-2025,10,12.6,30,58,48,NA,No,Y,N,FALSE,Y,Instructor-led,High, Dropped ,0,Fast learner,13.4
L0361,Learner_361,United Kingdom,Europe,Analyst, Tech ,Google Sheets,3.6,Intermediate,2025-03-13,2025-03-23,9,9.2,24,42,43,82.6,N,FALSE,1,FALSE,0,Self-paced,Low, Completed ,Yes,Good progress,24.9
L0362,Learner_362,united kingdom,Asia, Student , Government , SpreadSheet ,4,Beginner,03/29/2025,2025-03-31,3,18.5,21,56,73,100,Yes,0,Yes,Yes,Y,Hybrid,High,In Progress,N,Fast learner,24.9
L0363,Learner_363,India,Asia,Student,Healthcare,MS Excel,9.6,Advanced,2025-01-20,30 Jan 2025,12,10.9,25,NA,73,79.45,TRUE,Yes,Y,Y,0,Hybrid,High,In Progress,Yes,Fast learner,9.7
L0363,Learner_364, Norway ,Africa, Manager ,Retail,spreadsheet,1,Beginner,09 Jan 2025,2025-01-13,6,12.7,23,NA,27,88.35,FALSE,FALSE,Yes,N,1,Self-paced,Low,In Progress,Yes,Needs support,22.1
L0365,Learner_365,singapore,Europe,Student,Retail,Manual Reporting,7.1,Intermediate,11/17/2025,24 Nov 2025,8,18.5,40,74,33,75.25,Yes,Yes,Y,No,N,Hybrid,Low,Completed,N,NA,20.4
L0365,Learner_366, AUSTRALIA ,Oceania,Engineer,Education, excel ,5.5,Beginner,29-05-2025,2025-05-30,5,13.3,20,74,58,88.65,TRUE,0,No,N,0,Instructor-led,Upper-Middle,Completed,Y,NA,15.9
L0367,Learner_367, United Kingdom ,Asia,Consultant,Finance,Excel,8.8,Beginner,19 Jul 2025,22 Jul 2025,3,14.8,24,86,22,60.4,N,1,FALSE,1,N,Hybrid,Lower-Middle, In Progress ,1,Needs support,24.9
L0368,Learner_368,UNITED STATES,Africa,Analyst,Tech,excel,7.3,Beginner,16-05-2025,17 May 2025,11,2.3,41,40,43,92.15,Y,Y,No,FALSE,No,Instructor-led,Lower-Middle,In Progress,FALSE,Fast learner,24.2
L0369,Learner_369, GERMANY ,South America,Consultant,Healthcare,Spreadsheet,6.3,Beginner,03/12/2025,03/12/2025,4,7.1,39,94,33,86.55,Y,FALSE,1,No,No,Instructor-led,Low,Dropped,1,Needs support,21.8
L0370,Learner_370,SWITZERLAND,North America,Manager,Finance,excel,1.6,Beginner,02/16/2025,21-02-2025,7,8,30,47,78,58,0,N,No,TRUE,TRUE,Self-paced,High,In Progress,Yes,Fast learner,19.7
L0370,Learner_371,GERMANY,Africa, Analyst ,Retail,Manual Reporting,4.7,Intermediate,27-07-2025,06 Aug 2025,10,13.1,20,NA,22,98.55,Y,Y,0,FALSE,No,Hybrid,High,In Progress,0,Struggling,21.8
L0372,Learner_372,Singapore,Oceania,Engineer,Finance,power bi,4.4,Beginner,2025-07-22,28 Jul 2025,10,14.5,21,90,74,83.25,1,N,No,Yes,No,Hybrid,Lower-Middle, Completed ,FALSE,Needs support,20.4
L0373,Learner_373,BRAZIL,North America,Student,Tech,Google Sheets,1.6,Intermediate,07/12/2025,07/18/2025,6,6.4,22,60,35,73.2,TRUE,FALSE,No,N,1,Self-paced,High,Dropped,TRUE,Needs support,8.9
L0374,Learner_374,GERMANY,Africa, Engineer , Healthcare ,Manual Reporting,8.3,Intermediate,12-07-2025,19 Jul 2025,4,15.2,9,74,63,91.6,Y,0,FALSE,Yes,1,Self-paced,Lower-Middle, Dropped ,Y,Struggling,21.8
L0375,Learner_375,japan,North America,Clerk,Tech,google sheets,2.9,Beginner,07/24/2025,25-07-2025,3,25.8,15,48,33,77.9,No,No,FALSE,FALSE,N,Hybrid,High, In Progress ,No,Good progress,17.9
L0376,Learner_376, Mexico ,Europe,Manager, Finance ,Excel,6.4,Beginner,04/26/2025,04/29/2025,12,16.1,27,NA,38,100,1,Yes,Yes,TRUE,FALSE,Instructor-led,Upper-Middle,In Progress,TRUE,Good progress,7.6
L0377,Learner_377,australia,Europe,Engineer,Tech,power bi,4.8,Intermediate,16 Dec 2025,2025-12-19,11,8.4,29,74,43,66.2,1,No,Yes,Yes,1,Self-paced,Lower-Middle, Completed ,0,Needs support,15.9
L0378,Learner_378,UNITED KINGDOM,Asia,Clerk, Tech , Power BI ,5.7,Intermediate,05/09/2025,12-05-2025,4,7.2,15,57,70,NA,0,No,Yes,Y,No,Self-paced,Low,Completed,FALSE,Struggling,24.9
L0379,Learner_379,Norway,South America,Clerk, Government , excel ,6.1,Beginner,09/18/2025,23 Sep 2025,6,9.5,38,90,26,NA,1,0,Yes,1,Yes,Instructor-led,High,Dropped,N,Needs support,22.1
L0380,Learner_380, Mexico ,South America,Student, Government ,MS Excel,1.1,Beginner,08/31/2025,09/05/2025,2,18.4,12,95,66,89.2,TRUE,N,0,N,TRUE,Hybrid,Low,Completed,Yes,Fast learner,7.6
L0381,Learner_381,south korea,Europe,Manager, Finance , google sheets ,4.9,Intermediate,31-07-2025,10-08-2025,6,11.5,29,79,76,93.75,N,1,N,TRUE,1,Hybrid,Lower-Middle,Dropped,FALSE,Fast learner,18.6
L0382,Learner_382,Australia,Oceania,Analyst,Retail,SpreadSheet,1.6,Beginner,09 May 2025,16-05-2025,9,10.7,39,63,24,92.35,Yes,1,No,Y,FALSE,Self-paced,Upper-Middle,Completed,1,Good progress,15.9
L0383,Learner_383,Singapore,North America,Student, Government , Spreadsheet ,4.3,Beginner,08/29/2025,2025-09-08,5,16.3,20,NA,43,100,N,Y,N,1,No,Self-paced,High,Completed,FALSE,Fast learner,20.4
L0384,Learner_384,AUSTRALIA,Asia,Student,Retail,google sheets,6.7,Beginner,2025-05-12,21 May 2025,1,18.9,8,83,73,100,1,FALSE,No,No,TRUE,Instructor-led,Lower-Middle, Completed ,N,Good progress,15.9
L0385,Learner_385,japan,Asia,Student,Healthcare,Excel,5.7,Beginner,05 Oct 2025,10/07/2025,2,9,11,NA,36,NA,TRUE,No,N,FALSE,1,Hybrid,Upper-Middle, Paused ,0,Needs support,17.9
L0386,Learner_386,INDONESIA,Africa,Engineer, Tech ,google sheets,2.7,Beginner,25-01-2025,30 Jan 2025,5,13.2,17,NA,68,100,FALSE,0,1,No,No,Self-paced,Low, Completed ,1,Struggling,6.8
L0387,Learner_387,United Kingdom,North America,Consultant, Healthcare ,Spreadsheet,3,Beginner,2025-12-06,15-12-2025,1,9.6,11,71,49,97.8,FALSE,Y,TRUE,0,Yes,Self-paced,High, Paused ,Y,Struggling,24.9
L0388,Learner_388,norway,South America, Consultant ,Retail,spreadsheet,0.1,Beginner,2025-04-28,02-05-2025,2,8,15,NA,46,54,N,Yes,FALSE,N,TRUE,Hybrid,Upper-Middle,Completed,0,Needs support,22.1
L0389,Learner_389,ireland,Oceania,Consultant,Healthcare, excel ,3,Intermediate,10-01-2025,11-01-2025,8,16.1,18,88,76,NA,N,Yes,1,TRUE,0,Instructor-led,Lower-Middle,Completed,0,Good progress,25.8
L0390,Learner_390,United Kingdom,Europe, Consultant ,Finance,Excel,7,Intermediate,11/02/2025,11/06/2025,11,10.7,15,60,79,80.35,0,TRUE,Y,0,Yes,Hybrid,Low, Completed ,TRUE,NA,24.9
L0391,Learner_391,nigeria,Oceania,Student, Finance , Manual Reporting ,0.7,Intermediate,09 May 2025,2025-05-16,12,14.4,14,89,62,76.2,FALSE,TRUE,Y,Y,No,Self-paced,Lower-Middle, Completed ,FALSE,Good progress,4.1
L0392,Learner_392,Norway,Asia,Manager,Education,Power BI,9.7,Intermediate,2025-10-04,10/09/2025,9,8,15,94,70,83,1,FALSE,1,0,Yes,Instructor-led,Lower-Middle, In Progress ,1,Struggling,22.1
L0393,Learner_393,France,South America, Student , Healthcare ,google sheets,8,Beginner,2025-04-10,15-04-2025,4,13,41,79,61,84.5,0,TRUE,0,N,1,Instructor-led,High,In Progress,TRUE,Needs support,14.1
L0394,Learner_394,Australia,South America,Manager,Government,Spreadsheet,8.9,Beginner,09 Jul 2025,07/10/2025,11,3.5,20,58,38,NA,No,Y,Y,N,1,Instructor-led,Upper-Middle, Completed ,0,NA,15.9
L0395,Learner_395,Ireland,Oceania,Student,Retail,SpreadSheet,5.2,Beginner,26-01-2025,30-01-2025,6,7.5,14,92,24,76.75,TRUE,Y,Yes,No,Y,Self-paced,Upper-Middle, In Progress ,Yes,Struggling,25.8
L0396,Learner_396,Denmark,Africa, Student ,Healthcare, Spreadsheet ,3.4,Beginner,21-03-2025,2025-03-31,12,16,10,100,69,70,No,Y,TRUE,TRUE,Y,Instructor-led,Upper-Middle, Completed ,1,Good progress,23.5
L0397,Learner_397,denmark,South America,Consultant,Finance,spreadsheet,4.7,Beginner,07 Jul 2025,2025-07-14,5,9.3,41,71,54,78.65,0,Y,1,Yes,FALSE,Self-paced,High,Paused,FALSE,Fast learner,23.5
L0398,Learner_398,IRELAND,Europe,Clerk, Government ,Spreadsheet,1.1,Beginner,23 Feb 2025,03/04/2025,3,11.8,37,NA,60,97.9,FALSE,FALSE,FALSE,0,N,Instructor-led,High,Paused,Yes,NA,25.8
L0399,Learner_399, Ireland ,South America, Analyst ,Tech,Google Sheets,2.3,Beginner,09 Jul 2025,17 Jul 2025,3,7.3,34,96,25,100,0,Yes,N,No,N,Self-paced,High,In Progress,Y,NA,25.8
L0400,Learner_400,nigeria,Oceania, Manager ,Education,spreadsheet,3.7,Beginner,10-05-2025,2025-05-14,2,5.5,24,73,46,64.75,N,1,TRUE,Y,0,Hybrid,Low,Completed,No,Needs support,4.1
L0401,Learner_401, Nigeria ,South America,Manager,Education,MS Excel,4,Beginner,12-08-2025,12-08-2025,4,11.1,19,49,75,86.55,FALSE,Y,FALSE,Yes,0,Hybrid,Low, Dropped ,TRUE,Needs support,4.1
L0402,Learner_402, Ireland ,South America,Consultant,Healthcare,spreadsheet,6.7,Beginner,2025-10-09,17 Oct 2025,2,14,38,56,20,80,No,Yes,Yes,FALSE,1,Self-paced,Upper-Middle,In Progress,0,Needs support,25.8
L0403,Learner_403, India ,South America,Consultant,Tech,Power BI,1.4,Beginner,13 Aug 2025,08/14/2025,5,8.1,7,76,72,96.05,TRUE,No,TRUE,Yes,TRUE,Self-paced,Low,Paused,1,Fast learner,9.7
L0404,Learner_404, south korea ,Asia,Analyst,Tech,Spreadsheet,4.6,Beginner,2025-11-24,11/25/2025,9,12.5,13,86,40,92.25,FALSE,Yes,N,Yes,FALSE,Instructor-led,High,Dropped,1,Struggling,18.6
L0405,Learner_405, Singapore ,Oceania,Analyst, Retail , SpreadSheet ,1.5,Beginner,13-11-2025,2025-11-16,9,18.2,20,42,60,69.1,No,No,Yes,Yes,FALSE,Instructor-led,Upper-Middle, In Progress ,N,NA,20.4
L0406,Learner_406, Germany ,South America,Manager,Finance,SpreadSheet,5.5,Beginner,2025-04-05,2025-04-15,1,11.1,22,74,51,69.55,0,1,Y,FALSE,TRUE,Self-paced,Lower-Middle,In Progress,Yes,NA,21.8
L0407,Learner_407,Canada,South America,Manager,Education,Manual Reporting,0.3,Intermediate,2025-02-20,27 Feb 2025,4,11.6,40,81,63,64.8,No,1,No,1,N,Hybrid,Lower-Middle,In Progress,Y,Fast learner,17.2
L0408,Learner_408, ireland ,Oceania, Manager ,Healthcare,MS Excel,8,Beginner,15 Nov 2025,2025-11-22,5,11.6,35,84,66,82.8,No,Yes,Y,0,TRUE,Hybrid,High,Dropped,No,NA,25.8
L0409,Learner_409, NORWAY ,Oceania,Clerk, Education ,google sheets,8.4,Beginner,2025-08-23,25-08-2025,3,12.8,20,41,31,73.4,N,FALSE,1,N,TRUE,Hybrid,Upper-Middle,In Progress,FALSE,Fast learner,22.1
L0410,Learner_410,canada,Africa,Student,Finance,Power BI,2,Beginner,25-08-2025,2025-08-28,4,14.5,24,86,58,100,No,No,N,No,Y,Hybrid,Lower-Middle,Dropped,Y,Needs support,17.2
L0411,Learner_411, NORWAY ,Africa, Clerk ,Education,excel,5.5,Beginner,09/04/2025,04-09-2025,2,9.4,10,63,34,NA,Yes,1,Y,No,1,Instructor-led,Upper-Middle,Dropped,No,Struggling,22.1
L0412,Learner_412,NETHERLANDS,Asia, Consultant ,Tech, MS Excel ,6.1,Intermediate,12 Oct 2025,13 Oct 2025,6,14.9,23,53,55,73.45,0,1,0,Y,N,Self-paced,Upper-Middle,Paused,Yes,NA,13.4
L0413,Learner_413,Denmark,Africa, Analyst ,Healthcare,excel,1.3,Beginner,26-05-2025,04-06-2025,1,8.9,9,72,77,88.45,TRUE,N,TRUE,1,TRUE,Self-paced,Upper-Middle,In Progress,Yes,Good progress,23.5
L0414,Learner_414,switzerland,Asia,Student,Education,Excel,7,Beginner,07-04-2025,2025-04-08,4,12.6,10,88,76,62.3,FALSE,1,1,TRUE,TRUE,Instructor-led,Upper-Middle, Dropped ,N,Struggling,19.7
L0415,Learner_415,Denmark,Oceania,Clerk,Government,power bi,8.8,Intermediate,24-01-2025,2025-01-31,2,14.9,36,82,26,92.45,No,FALSE,TRUE,FALSE,No,Self-paced,Upper-Middle, Completed ,0,NA,23.5
L0416,Learner_416,united kingdom,Europe, Manager ,Finance,power bi,9.5,Advanced,08/26/2025,2025-08-30,5,7.5,14,47,49,91.75,N,Yes,No,FALSE,No,Hybrid,Upper-Middle, Paused ,N,NA,24.9
L0417,Learner_417,Mexico,Africa,Consultant,Retail,Manual Reporting,7.3,Beginner,11 Aug 2025,15-08-2025,9,13.1,36,57,56,73.55,Y,N,N,1,FALSE,Instructor-led,Low,Completed,1,Needs support,7.6
L0418,Learner_418, norway ,Oceania,Analyst,Education,Manual Reporting,0,Intermediate,01/05/2025,2025-01-05,4,13.5,17,NA,29,67.75,FALSE,1,1,N,N,Hybrid,Lower-Middle, In Progress ,Y,Struggling,22.1
L0419,Learner_419,SWITZERLAND,North America,Student, Healthcare ,power bi,7.7,Beginner,2025-03-03,08-03-2025,4,11.2,32,57,38,77.6,FALSE,Y,No,No,FALSE,Instructor-led,Low, In Progress ,N,Good progress,19.7
L0420,Learner_420,United States,Africa,Clerk, Education ,google sheets,3.4,Intermediate,22 Jan 2025,01/22/2025,9,10.1,12,89,38,75.05,No,FALSE,Y,N,1,Self-paced,Upper-Middle,Completed,1,Struggling,24.2
L0421,Learner_421,japan,North America,Manager,Tech, excel ,4.1,Beginner,01 Jun 2025,NA,9,9.2,35,71,49,83.6,FALSE,TRUE,1,TRUE,Yes,Hybrid,Lower-Middle,Paused,1,Struggling,17.9
L0422,Learner_422,china,Oceania,Engineer,Education,MS Excel,0,Intermediate,2025-10-27,2025-10-29,8,17,37,43,46,93.5,Y,Y,Y,0,TRUE,Self-paced,Lower-Middle,Dropped,Yes,Needs support,16.5
L0423,Learner_423,south korea,Europe,Analyst, Tech ,Manual Reporting,3.4,Beginner,02 Jun 2025,10-06-2025,12,7.1,39,57,68,56.55,No,Yes,Y,Y,1,Hybrid,Upper-Middle, Dropped ,Yes,Good progress,18.6
L0424,Learner_424,Norway,Europe,Analyst, Retail ,Spreadsheet,3.2,Intermediate,20 Aug 2025,24-08-2025,9,14.1,44,60,37,91.05,N,TRUE,Yes,No,0,Self-paced,Low, Completed ,0,Fast learner,22.1
L0425,Learner_425,India,Africa, Clerk ,Education,excel,4.6,Intermediate,05 Nov 2025,13-11-2025,9,11.5,26,81,60,96.75,No,0,0,0,No,Hybrid,Low,Dropped,Y,Struggling,9.7
L0426,Learner_426,china,North America, Manager , Government , excel ,8.3,Intermediate,2025-12-24,25 Dec 2025,11,7.2,42,61,22,97.6,1,No,No,TRUE,0,Self-paced,Low,In Progress,Yes,Good progress,16.5
L0427,Learner_427,norway,Oceania, Analyst ,Retail,SpreadSheet,6.6,Beginner,31-05-2025,07-06-2025,9,8.6,34,82,79,58.3,Yes,1,FALSE,FALSE,Y,Hybrid,High,Completed,TRUE,Fast learner,22.1
L0428,Learner_428,Singapore,South America, Student , Government ,excel,3.7,Beginner,15-02-2025,02/16/2025,5,8.3,33,NA,63,66.15,Y,No,No,TRUE,1,Instructor-led,Upper-Middle, Paused ,FALSE,NA,20.4
L0429,Learner_429,UNITED KINGDOM,Asia,Manager,Retail, Power BI ,7.9,Beginner,01/17/2025,18 Jan 2025,3,13.8,33,47,69,98.9,FALSE,TRUE,Y,0,1,Hybrid,High,In Progress,Yes,NA,24.9
L0430,Learner_430,Brazil,Europe,Clerk, Tech ,google sheets,3.8,Beginner,18 Jun 2025,2025-06-25,3,10.9,26,65,67,74.45,Yes,0,N,FALSE,No,Hybrid,High, Dropped ,Y,NA,8.9
L0431,Learner_431,mexico,Asia,Manager,Tech,MS Excel,9.4,Beginner,2025-07-19,2025-07-19,3,16.8,23,62,49,87.4,N,FALSE,Yes,TRUE,Y,Self-paced,Lower-Middle,Paused,Yes,NA,7.6
L0432,Learner_432,Japan,Asia,Student,Healthcare,power bi,7.7,Intermediate,11 Feb 2025,17-02-2025,10,11.9,35,95,34,68.95,Y,1,Yes,No,TRUE,Self-paced,High,Completed,No,Good progress,17.9
L0433,Learner_433,NORWAY,North America,Student, Retail ,Google Sheets,3.1,Beginner,03/24/2025,24 Mar 2025,6,10,19,94,20,56,TRUE,TRUE,TRUE,FALSE,1,Instructor-led,Lower-Middle,Completed,No,Fast learner,22.1
L0434,Learner_434,Nigeria,Oceania,Student, Finance , power bi ,2.4,Intermediate,18-11-2025,28-11-2025,5,9.8,18,NA,60,76.9,N,FALSE,TRUE,TRUE,Yes,Self-paced,Upper-Middle,Paused,Yes,Fast learner,4.1
L0435,Learner_435,Denmark,Europe,Engineer, Healthcare ,MS Excel,1.5,Beginner,2025-06-28,2025-07-02,9,8.5,19,58,48,99.25,FALSE,TRUE,0,No,Y,Instructor-led,Lower-Middle,In Progress,No,Struggling,23.5
L0436,Learner_436,South Korea,Asia, Engineer ,Government,google sheets,8.9,Intermediate,17 Jul 2025,07/18/2025,3,11.8,26,48,43,100,N,N,No,FALSE,FALSE,Hybrid,Upper-Middle, Dropped ,Yes,NA,18.6
L0437,Learner_437,IRELAND,South America,Manager, Healthcare , MS Excel ,5.4,Advanced,11 Jun 2025,2025-06-11,3,8.6,26,56,66,77.3,Y,1,Yes,N,1,Hybrid,Lower-Middle, Dropped ,Y,Good progress,25.8
L0437,Learner_438, switzerland ,South America, Analyst , Education ,Excel,9.1,Beginner,2025-04-13,16 Apr 2025,10,11.8,25,61,43,NA,No,TRUE,0,Yes,TRUE,Self-paced,Lower-Middle,In Progress,Yes,NA,19.7
L0439,Learner_439,ireland,South America, Manager ,Retail, Google Sheets ,10,Advanced,2025-05-09,2025-05-09,3,13.6,19,90,43,94.8,N,Y,1,1,N,Hybrid,Lower-Middle,Completed,Yes,NA,25.8
L0440,Learner_440, united kingdom ,Africa,Clerk, Healthcare , Manual Reporting ,5.6,Beginner,08-08-2025,08/11/2025,9,4.8,5,69,64,76.4,No,0,1,0,No,Hybrid,Upper-Middle,Completed,Yes,Good progress,24.9
L0441,Learner_441,Norway,North America,Engineer,Education,Power BI,3.3,Beginner,2025-07-21,07/22/2025,12,10.2,12,NA,75,96.1,N,FALSE,TRUE,No,Yes,Self-paced,High,Completed,FALSE,Struggling,22.1
L0442,Learner_442,south korea,South America, Consultant ,Healthcare, power bi ,6.7,Advanced,2025-08-28,09/05/2025,7,13.2,44,73,60,91.6,Yes,FALSE,No,TRUE,0,Hybrid,Low,In Progress,0,Fast learner,18.6
L0443,Learner_443,france,South America, Clerk ,Tech,Power BI,8.7,Beginner,09-02-2025,NA,9,11.9,30,61,57,100,FALSE,0,TRUE,Yes,No,Hybrid,Upper-Middle, In Progress ,FALSE,NA,14.1
L0444,Learner_444,united kingdom,Europe,Clerk,Tech,Spreadsheet,9.8,Intermediate,05 May 2025,2025-05-10,6,7.2,8,74,37,59.6,FALSE,Y,0,N,0,Hybrid,High, Completed ,1,NA,24.9
L0445,Learner_445,Brazil,South America, Manager ,Tech,power bi,4,Beginner,08/18/2025,2025-08-22,9,13.6,29,55,48,95.8,1,Yes,0,FALSE,0,Hybrid,Lower-Middle,Dropped,1,NA,8.9
L0446,Learner_446, Canada ,Europe,Clerk,Retail, excel ,7.3,Intermediate,10 Jan 2025,17-01-2025,7,11.9,5,NA,34,96.95,Yes,N,No,N,1,Self-paced,Low, Completed ,Y,Needs support,17.2
L0447,Learner_447,australia,North America, Engineer ,Healthcare,Google Sheets,3.2,Intermediate,2025-09-13,20-09-2025,7,16.3,14,44,29,86.15,1,FALSE,Yes,Yes,Y,Instructor-led,Low,Completed,Y,Needs support,15.9
L0448,Learner_448,United Kingdom,Europe,Analyst,Education, Manual Reporting ,4.6,Beginner,02/12/2025,02/20/2025,9,13.5,27,99,62,80.75,N,N,No,No,TRUE,Hybrid,High, Completed ,0,Fast learner,24.9
L0449,Learner_449,singapore,Europe,Clerk,Retail,power bi,2.4,Beginner,01-02-2025,2025-02-04,1,8.5,15,64,22,60.25,0,0,1,Y,No,Instructor-led,High, Dropped ,TRUE,NA,20.4
L0450,Learner_450,Canada,North America,Manager,Healthcare, MS Excel ,6.9,Beginner,18 Mar 2025,2025-03-27,4,14.8,24,60,30,69.4,FALSE,N,1,FALSE,No,Self-paced,Low,In Progress,Yes,Fast learner,17.2
L0451,Learner_451,japan,Oceania, Analyst ,Healthcare,Manual Reporting,4.2,Beginner,02-10-2025,NA,4,10.5,27,75,26,96.25,Y,TRUE,FALSE,1,Yes,Hybrid,High,Completed,Y,NA,17.9
L0452,Learner_452,singapore,Africa,Consultant, Tech ,Manual Reporting,6.9,Beginner,2025-07-13,17 Jul 2025,3,14.3,22,45,34,89.15,No,0,Y,TRUE,FALSE,Hybrid,Upper-Middle,Completed,FALSE,Needs support,20.4
L0453,Learner_453, DENMARK ,South America,Engineer,Retail,google sheets,9.5,Beginner,13-11-2025,23 Nov 2025,8,17.7,36,NA,73,87.85,1,FALSE,1,1,N,Instructor-led,High, In Progress ,No,Fast learner,23.5
L0454,Learner_454,United States,North America,Student,Government, excel ,0.5,Beginner,12/09/2025,12/17/2025,3,10.8,24,44,75,76.4,Yes,0,Yes,FALSE,N,Self-paced,Low, Completed ,1,Needs support,24.2
L0455,Learner_455,DENMARK,North America,Consultant, Tech , Spreadsheet ,6.2,Beginner,23-02-2025,28 Feb 2025,2,14.8,40,NA,69,100,0,TRUE,N,FALSE,0,Hybrid,Upper-Middle,Completed,No,Good progress,23.5
L0456,Learner_456,India,North America, Manager , Healthcare ,SpreadSheet,7.5,Beginner,30 Jun 2025,2025-07-06,2,5.1,9,65,54,74.55,1,Y,Y,Yes,No,Self-paced,Low,Dropped,No,Struggling,9.7
L0457,Learner_457,NETHERLANDS,Africa,Student,Education,spreadsheet,6.9,Beginner,30 Sep 2025,10/06/2025,4,1.3,39,80,65,69.65,0,Yes,TRUE,TRUE,Y,Instructor-led,Lower-Middle,Dropped,TRUE,Fast learner,13.4
L0458,Learner_458, France ,Africa,Manager,Finance,google sheets,8.7,Beginner,12 May 2025,17 May 2025,5,4.8,30,58,40,75.4,Y,FALSE,No,Yes,1,Hybrid,Lower-Middle,Completed,TRUE,Fast learner,14.1
L0459,Learner_459,UNITED KINGDOM,Oceania,Analyst,Education, Spreadsheet ,8,Beginner,07/07/2025,17 Jul 2025,6,12.5,39,75,35,NA,TRUE,FALSE,FALSE,Yes,No,Hybrid,Upper-Middle,Completed,FALSE,NA,24.9
L0460,Learner_460,IRELAND,South America,Clerk,Education,excel,8.8,Advanced,03/23/2025,NA,6,1.7,42,91,27,97.85,0,N,Yes,0,TRUE,Instructor-led,High, In Progress ,Y,Fast learner,25.8
L0461,Learner_461,NIGERIA,North America,Student, Tech ,Excel,9.8,Beginner,2025-05-22,2025-05-28,12,1.5,9,NA,59,67.75,TRUE,No,Yes,FALSE,0,Self-paced,High,In Progress,TRUE,Good progress,4.1
L0461,Learner_462,germany,Asia,Clerk, Finance ,google sheets,5.5,Intermediate,28-11-2025,NA,1,20.9,17,66,66,75.45,Yes,No,No,TRUE,1,Hybrid,Upper-Middle,Completed,Y,NA,21.8
L0463,Learner_463,Switzerland,Africa,Consultant,Government,MS Excel,7.8,Beginner,11/02/2025,04-11-2025,1,13.3,28,52,40,NA,0,Yes,No,0,Yes,Instructor-led,Low,In Progress,Yes,Struggling,19.7
L0464,Learner_464, United Kingdom ,Europe,Clerk,Education,google sheets,5.8,Beginner,09/14/2025,22-09-2025,8,13.1,27,NA,37,98.55,0,FALSE,FALSE,FALSE,FALSE,Hybrid,Lower-Middle,Dropped,TRUE,Needs support,24.9
L0465,Learner_465,SOUTH KOREA,Africa, Student ,Finance,power bi,0.8,Beginner,29 Apr 2025,2025-05-06,11,11.8,39,79,75,NA,Yes,No,Yes,Yes,Yes,Instructor-led,Upper-Middle,Completed,Y,Struggling,18.6
L0466,Learner_466, denmark ,Oceania,Clerk, Tech , MS Excel ,4.7,Intermediate,02/16/2025,25 Feb 2025,3,17.1,19,43,52,86.55,FALSE,Y,TRUE,Y,Y,Self-paced,Upper-Middle,Completed,TRUE,NA,23.5
L0467,Learner_467,denmark,Asia, Engineer ,Retail,SpreadSheet,1.5,Beginner,04/15/2025,2025-04-17,7,11,39,90,72,76.5,No,0,1,Yes,1,Hybrid,Lower-Middle,In Progress,N,Struggling,23.5
L0468,Learner_468,Canada,Africa,Clerk,Retail, google sheets ,5.6,Intermediate,08 Feb 2025,02/10/2025,9,15,27,64,73,77.5,0,N,Y,Yes,FALSE,Self-paced,Low,Dropped,1,Needs support,17.2
L0469,Learner_469,norway,Asia,Clerk,Finance,google sheets,0.6,Intermediate,11/01/2025,03-11-2025,2,12.4,21,66,45,71.2,Y,TRUE,1,1,Y,Hybrid,Lower-Middle, In Progress ,1,Fast learner,22.1
